order_id,date,category,region,quantity,unit_price,customer_age,customer_rating,revenue
1112,2025-02-17,Home & Kitchen,West,5,363.76,32,2.1,1818.8
1029,2025-02-18,Electronics,North,1,,69,2.8,212.29
1062,2025-02-19,Clothing,North,5,220.24,63,4.2,1101.2
1174,2025-02-20,Books,West,3,178.31,20,2.7,534.93
1039,2025-02-20,Books,South,1,147.9,42,3.3,147.9
1034,2025-02-20,Electronics,East,7,370.33,41,4.8,2592.31
1136,2025-02-21,Home & Kitchen,East,2,492.12,24,4.8,984.24
1184,2025-02-21,Electronics,South,6,81.18,66,1.3,487.08
1228,2025-02-21,Sports,South,1,341.67,59,3.1,341.67
1202,2025-02-22,Books,West,1,207.18,51,5.0,207.18
1018,2025-02-22,Clothing,East,4,415.72,44,3.0,1662.88
1081,2025-02-22,Clothing,West,9,347.68,63,3.7,3129.12
1018,2025-02-22,Clothing,East,4,415.72,44,3.0,1662.88
1051,2025-02-22,Books,South,5,299.56,19,1.2,1497.8
1070,2025-02-23,Clothing,North,9,50.33,50,2.3,452.97
1261,2025-02-23,Electronics,East,5,345.5,28,2.2,1727.5
1196,2025-02-23,Books,West,5,478.05,67,4.5,2390.25
1067,2025-02-23,Books,East,3,139.71,28,1.5,419.13
1280,2025-02-23,Electronics,West,3,386.35,45,2.5,1159.05
1036,2025-02-24,Sports,South,8,303.56,37,3.0,2428.48
1026,2025-02-27,Clothing,East,5,334.19,44,4.9,1670.95
1177,2025-02-28,Clothing,West,6,442.47,68,5.0,2654.82
1030,2025-02-28,Home & Kitchen,East,6,194.65,24,4.5,1167.9
1246,2025-03-01,Sports,East,7,490.69,34,3.4,3434.83
1047,2025-03-01,Books,West,3,367.62,26,3.6,1102.86
1172,2025-03-03,Clothing,North,5,97.29,49,3.8,486.45
1114,2025-03-03,Electronics,West,6,161.07,59,4.2,966.42
1183,2025-03-03,Sports,West,3,349.53,29,1.3,1048.59
1152,2025-03-03,Electronics,West,6,341.43,29,3.7,2048.58
1096,2025-03-04,Home & Kitchen,West,3,152.19,50,4.3,456.57
1134,2025-03-04,Home & Kitchen,South,7,315.62,37,1.2,2209.34
1037,2025-03-05,Electronics,South,2,126.45,63,3.5,252.9
1089,2025-03-06,Books,West,3,354.26,27,2.4,1062.78
1149,2025-03-07,Electronics,East,3,493.92,35,2.1,1481.76
1206,2025-03-09,Books,North,8,250.46,51,2.9,2003.68
1284,2025-03-09,Home & Kitchen,West,5,498.58,54,4.9,2492.9
1211,2025-03-10,Electronics,North,3,426.35,68,3.8,1279.05
1218,2025-03-11,Clothing,West,1,285.04,38,3.7,285.04
1146,2025-03-12,Electronics,North,1,120.64,59,2.4,120.64
1091,2025-03-12,Clothing,South,3,94.38,49,2.6,283.14
1108,2025-03-13,Electronics,South,1,64.68,56,2.4,64.68
1006,2025-03-13,Clothing,North,6,418.29,55,2.3,2509.74
1042,2025-03-14,Home & Kitchen,North,1,152.08,24,3.8,152.08
1160,2025-03-16,Books,South,9,236.36,62,1.9,2127.24
1266,2025-03-16,Home & Kitchen,South,7,293.17,27,2.4,2052.19
1010,2025-03-16,Home & Kitchen,East,3,139.79,66,4.9,419.37
1098,2025-03-22,Electronics,East,4,485.67,30,4.8,1942.68
1192,2025-03-22,Clothing,North,1,439.34,45,1.3,439.34
1060,2025-03-22,Electronics,East,8,250.27,47,2.3,2002.16
1279,2025-03-23,Home & Kitchen,West,2,246.88,37,1.6,493.76
1079,2025-03-23,Home & Kitchen,West,7,404.25,34,1.3,2829.75
1233,2025-03-23,Electronics,North,3,436.56,54,4.3,1309.68
1271,2025-03-25,Home & Kitchen,East,3,486.88,58,4.4,1460.64
1053,2025-03-25,Home & Kitchen,West,9,250.7,25,2.6,2256.3
1158,2025-03-25,Books,East,6,440.16,63,3.9,2640.96
1147,2025-03-27,Electronics,North,9,25.84,31,1.9,232.56
1197,2025-03-28,Electronics,West,1,431.75,66,3.6,431.75
1093,2025-03-29,Electronics,South,6,458.17,50,3.1,2749.02
1011,2025-03-29,Electronics,North,9,14.1,42,4.9,126.9
1020,2025-03-29,Sports,West,4,10.44,63,1.6,41.76
1046,2025-03-30,Books,West,7,468.73,53,2.6,3281.11
1090,2025-03-30,Home & Kitchen,East,7,463.0,57,2.5,3241.0
1028,2025-03-30,Clothing,East,3,457.63,67,3.7,1372.89
1050,2025-03-31,Clothing,West,2,134.82,39,5.0,269.64
1224,2025-03-31,Electronics,South,2,434.31,53,5.0,868.62
1244,2025-03-31,Sports,West,3,147.08,56,,441.24
1130,2025-03-31,Home & Kitchen,South,8,178.6,25,4.9,1428.8
1054,2025-04-02,Books,South,2,300.44,28,4.5,600.88
1162,2025-04-02,Electronics,West,6,87.68,46,,526.08
1219,2025-04-03,Books,West,3,137.18,32,4.2,411.54
1275,2025-04-03,Home & Kitchen,East,2,380.34,25,4.1,760.68
1003,2025-04-03,Books,East,4,318.57,22,1.5,1274.28
1075,2025-04-05,Electronics,South,8,96.64,39,2.8,773.12
1180,2025-04-06,Books,South,2,91.08,32,3.9,182.16
1227,2025-04-06,Clothing,East,4,350.25,40,4.4,1401.0
1137,2025-04-06,Clothing,North,9,385.3,28,3.4,3467.7
1135,2025-04-06,Clothing,South,8,437.47,64,3.5,3499.76
1216,2025-04-07,Sports,South,3,177.17,35,4.0,531.51
1213,2025-04-08,Home & Kitchen,West,3,242.89,29,3.1,728.67
1241,2025-04-09,Electronics,South,1,416.91,42,4.7,416.91
1116,2025-04-09,Clothing,West,4,396.41,66,2.2,1585.64
1255,2025-04-09,Home & Kitchen,South,2,481.68,29,4.3,963.36
1273,2025-04-09,Sports,East,4,376.08,22,2.9,1504.32
1013,2025-04-10,Home & Kitchen,West,8,63.29,29,4.8,506.32
1190,2025-04-11,Clothing,South,5,292.14,54,1.3,1460.7
1120,2025-04-11,Home & Kitchen,North,8,309.85,23,2.7,2478.8
1169,2025-04-13,Clothing,East,9,,36,3.0,1072.62
1001,2025-04-13,Sports,North,6,138.0,23,4.7,828.0
1008,2025-04-13,Clothing,South,8,265.22,51,1.2,2121.76
1126,2025-04-13,Books,South,4,266.82,49,3.8,1067.28
1118,2025-04-14,Clothing,North,4,314.82,28,3.9,1259.28
1234,2025-04-14,Electronics,West,2,19.48,22,4.1,38.96
1063,2025-04-14,Electronics,North,3,126.97,64,4.0,380.91
1270,2025-04-14,Clothing,North,5,436.41,47,1.5,2182.05
1014,2025-04-14,Electronics,North,3,290.38,35,3.6,871.14
1068,2025-04-16,Clothing,West,4,297.16,62,3.2,1188.64
1005,2025-04-17,Books,South,6,73.98,18,4.7,443.88
1035,2025-04-18,Home & Kitchen,East,2,45.99,20,3.7,91.98
1156,2025-04-18,Home & Kitchen,West,5,49.26,68,3.3,246.3
1278,2025-04-20,Books,East,4,165.19,18,2.6,660.76
1055,2025-04-21,Books,East,3,170.45,30,4.1,511.35
1080,2025-04-21,Sports,West,1,331.1,29,3.4,331.1
1245,2025-04-22,Electronics,North,8,310.38,23,2.8,2483.04
1272,2025-04-22,Electronics,West,3,484.59,18,4.7,1453.77
1247,2025-04-23,Electronics,East,8,317.75,42,3.1,2542.0
1193,2025-04-23,Home & Kitchen,North,1,136.47,61,4.2,136.47
1191,2025-04-23,Electronics,North,8,50.29,21,3.1,402.32
1189,2025-04-23,Home & Kitchen,East,6,298.51,37,2.4,1791.06
1182,2025-04-23,Electronics,East,1,380.33,24,2.1,380.33
1267,2025-04-23,Electronics,West,7,176.21,46,4.9,1233.47
1297,2025-04-25,Sports,South,1,219.01,31,1.2,219.01
1212,2025-04-26,Books,North,8,250.1,68,1.8,2000.8
1265,2025-04-26,Clothing,West,2,38.34,33,3.8,76.68
1167,2025-04-26,Clothing,East,9,305.83,23,2.6,2752.47
1012,2025-04-27,Electronics,East,2,457.58,41,1.0,915.16
1178,2025-04-28,Books,North,2,464.24,52,1.5,928.48
1298,2025-04-29,Books,East,2,472.09,19,4.1,944.18
1262,2025-04-30,Electronics,East,6,38.58,27,1.3,231.48
1166,2025-05-01,Clothing,West,5,326.58,35,1.9,1632.9
1164,2025-05-01,Books,East,3,119.68,68,3.4,359.04
1009,2025-05-02,Electronics,East,6,89.98,52,1.6,539.88
1207,2025-05-03,Home & Kitchen,South,1,45.12,53,1.2,45.12
1103,2025-05-03,Clothing,South,6,162.95,43,4.6,977.7
1084,2025-05-04,Electronics,North,7,247.27,33,2.5,1730.89
1217,2025-05-04,Clothing,East,2,340.62,57,2.4,681.24
1132,2025-05-04,Home & Kitchen,South,6,203.96,67,4.2,1223.76
1200,2025-05-06,Clothing,West,4,277.67,58,2.3,1110.68
1294,2025-05-08,Electronics,North,1,140.26,61,3.5,140.26
1161,2025-05-08,Electronics,West,1,308.64,25,1.4,308.64
1290,2025-05-08,Electronics,South,3,,45,2.8,342.84
1231,2025-05-08,Electronics,East,7,83.51,31,4.0,584.57
1277,2025-05-08,Clothing,West,5,15.95,29,3.0,79.75
1249,2025-05-09,Clothing,North,9,318.83,19,3.0,2869.47
1198,2025-05-09,Clothing,South,7,405.71,68,3.1,2839.97
1163,2025-05-09,Books,West,7,495.63,49,3.6,3469.41
1235,2025-05-09,Electronics,West,1,413.78,55,3.8,413.78
1094,2025-05-09,Electronics,West,3,21.8,19,3.4,65.4
1052,2025-05-10,Home & Kitchen,East,8,30.46,41,4.9,243.68
1187,2025-05-10,Sports,East,7,115.79,48,2.3,810.53
1201,2025-05-10,Clothing,South,9,48.06,53,3.7,432.54
1195,2025-05-10,Books,West,2,444.93,41,3.2,889.86
1023,2025-05-10,Sports,East,1,437.58,46,3.8,437.58
1038,2025-05-11,Clothing,West,4,197.7,32,4.5,790.8
1122,2025-05-11,Electronics,North,4,,23,1.7,68.32
1258,2025-05-11,Home & Kitchen,South,8,466.35,40,4.5,3730.8
1016,2025-05-11,Sports,North,6,279.32,61,2.8,1675.92
1188,2025-05-11,Home & Kitchen,North,4,270.8,41,1.9,1083.2
1064,2025-05-12,Home & Kitchen,North,5,410.46,48,4.2,2052.3
1138,2025-05-12,Clothing,South,1,211.79,37,4.3,211.79
1045,2025-05-12,Books,West,6,333.52,37,3.6,2001.12
1066,2025-05-14,Electronics,East,5,348.87,49,,1744.35
1153,2025-05-14,Books,East,7,113.04,30,1.4,791.28
1292,2025-05-15,Books,East,6,341.85,32,3.6,2051.1
1107,2025-05-15,Electronics,South,7,118.85,55,4.7,831.95
1040,2025-05-15,Home & Kitchen,North,5,181.06,47,1.1,905.3
1291,2025-05-16,Clothing,North,4,45.78,64,1.4,183.12
1099,2025-05-16,Sports,East,1,472.41,47,1.1,472.41
1095,2025-05-16,Clothing,North,7,350.22,50,4.1,2451.54
1171,2025-05-17,Books,East,9,114.14,54,1.5,1027.26
1128,2025-05-17,Electronics,North,5,400.4,67,3.3,2002.0
1214,2025-05-19,Electronics,North,1,298.24,20,1.4,298.24
1097,2025-05-19,Home & Kitchen,North,8,462.58,58,3.9,3700.64
1251,2025-05-20,Electronics,North,3,391.02,54,4.4,1173.06
1286,2025-05-22,Clothing,West,6,228.44,54,4.9,1370.64
1125,2025-05-22,Clothing,North,3,437.98,48,3.1,1313.94
1140,2025-05-23,Clothing,North,4,370.1,21,1.9,1480.4
1243,2025-05-24,Electronics,South,7,8.16,19,2.2,57.12
1215,2025-05-24,Electronics,North,8,413.22,62,2.8,3305.76
1208,2025-05-25,Electronics,North,7,113.99,23,3.2,797.93
1293,2025-05-25,Sports,North,8,328.98,23,1.9,2631.84
1071,2025-05-26,Books,North,2,459.07,55,2.5,918.14
1276,2025-05-26,Clothing,East,1,17.17,60,1.7,17.17
1199,2025-05-27,Electronics,North,1,329.34,49,2.3,329.34
1256,2025-05-27,Home & Kitchen,South,3,174.23,53,2.5,522.69
1223,2025-05-27,Clothing,North,1,426.04,25,1.6,426.04
1225,2025-05-27,Books,East,6,355.64,65,,2133.84
1289,2025-05-28,Electronics,North,5,348.37,61,3.0,1741.85
1221,2025-05-28,Sports,North,2,399.73,52,1.9,799.46
1259,2025-05-28,Home & Kitchen,North,4,55.74,64,4.2,222.96
1226,2025-05-28,Home & Kitchen,North,3,419.32,47,3.2,1257.96
1017,2025-05-30,Sports,East,6,327.45,33,3.1,1964.7
1238,2025-05-31,Home & Kitchen,East,2,373.04,64,2.1,746.08
1139,2025-05-31,Sports,North,8,213.57,33,4.5,1708.56
1113,2025-05-31,Clothing,East,1,37.35,51,2.2,37.35
1176,2025-06-01,Sports,South,9,484.71,27,3.8,4362.39
1264,2025-06-01,Books,South,7,355.55,31,1.7,2488.85
1260,2025-06-01,Sports,West,4,468.93,48,4.2,1875.72
1015,2025-06-01,Sports,East,5,140.66,32,4.5,703.3
1274,2025-06-02,Sports,East,2,69.39,37,3.4,138.78
1083,2025-06-03,Books,North,1,128.59,32,2.9,128.59
1170,2025-06-04,Sports,West,4,92.38,39,5.0,369.52
1086,2025-06-06,Electronics,West,5,493.9,45,3.1,2469.5
1300,2025-06-07,Clothing,South,1,321.07,54,1.2,321.07
1021,2025-06-07,Clothing,West,1,72.76,42,1.1,72.76
1239,2025-06-08,Sports,East,7,84.58,31,2.4,592.06
1145,2025-06-09,Electronics,West,8,151.67,58,4.6,1213.36
1253,2025-06-09,Sports,West,1,381.71,18,4.7,381.71
1204,2025-06-09,Electronics,West,6,133.58,19,3.2,801.48
1179,2025-06-09,Clothing,North,7,497.48,46,1.4,3482.36
1205,2025-06-09,Electronics,West,6,363.09,32,3.9,2178.54
1283,2025-06-10,Sports,South,4,140.45,64,1.5,561.8
1263,2025-06-10,Sports,West,5,153.98,20,2.6,769.9
1025,2025-06-10,Electronics,West,6,302.26,32,3.7,1813.56
1229,2025-06-10,Electronics,West,8,311.21,61,3.5,2489.68
1073,2025-06-11,Home & Kitchen,West,8,475.37,25,3.8,3802.96
1110,2025-06-11,Electronics,East,6,349.66,63,2.9,2097.96
1100,2025-06-12,Home & Kitchen,East,4,239.74,50,1.8,958.96
1281,2025-06-12,Sports,North,7,343.23,60,1.3,2402.61
1101,2025-06-12,Home & Kitchen,South,7,431.71,30,1.0,3021.97
1268,2025-06-13,Electronics,North,1,312.35,27,3.6,312.35
1061,2025-06-13,Clothing,South,9,345.76,35,3.7,3111.84
1222,2025-06-13,Books,North,6,330.93,43,2.6,1985.58
1173,2025-06-14,Books,East,9,390.89,58,2.6,3518.01
1269,2025-06-15,Clothing,South,7,27.64,29,4.3,193.48
1043,2025-06-16,Clothing,West,9,285.37,34,3.7,2568.33
1043,2025-06-16,Clothing,West,9,285.37,34,3.7,2568.33
1230,2025-06-17,Clothing,North,7,377.59,31,1.4,2643.13
1282,2025-06-18,Books,South,7,225.72,54,1.1,1580.04
1150,2025-06-19,Clothing,West,8,216.75,29,4.3,1734.0
1031,2025-06-19,Sports,East,2,261.86,20,,523.72
1141,2025-06-20,Sports,East,4,123.19,23,1.8,492.76
1117,2025-06-21,Electronics,North,8,162.78,57,3.4,1302.24
1203,2025-06-21,Clothing,East,4,189.48,53,3.6,757.92
1056,2025-06-21,Clothing,West,3,386.6,34,3.3,1159.8
1175,2025-06-21,Electronics,North,4,33.63,45,3.9,134.52
1121,2025-06-24,Home & Kitchen,North,5,120.31,26,1.5,601.55
1058,2025-06-24,Electronics,North,8,42.19,38,4.5,337.52
1033,2025-06-24,Home & Kitchen,West,5,87.31,61,4.4,436.55
1296,2025-06-25,Clothing,North,7,79.77,67,1.6,558.39
1237,2025-06-27,Home & Kitchen,South,7,170.88,58,2.2,1196.16
1133,2025-06-28,Sports,South,8,242.54,45,3.2,1940.32
1181,2025-06-29,Clothing,East,2,201.14,50,3.3,402.28
1002,2025-06-29,Clothing,North,2,273.11,36,1.2,546.22
